,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
2592,000848.SZ,20100104,3.5411,3.5598,3.3634,3.3728,3.5251,-0.15230000000000032,-4.3204,44981.3,114797.4587
2591,000848.SZ,20100105,3.3728,3.4182,3.2872,3.3273,3.3728,-0.04549999999999965,-1.349,46763.42,116703.4632
2590,000848.SZ,20100106,3.3086,3.4142,3.2605,3.3647,3.3273,0.03739999999999988,1.124,58408.87,145463.9054
2589,000848.SZ,20100107,3.3407,3.3607,3.1603,3.2204,3.3647,-0.14429999999999987,-4.2886,42970.53,103822.8714
2588,000848.SZ,20100108,3.1803,3.2886,3.1429,3.2578,3.2204,0.03739999999999988,1.1613,35011.85,84680.3863
2587,000848.SZ,20100111,3.2739,3.3621,3.1803,3.318,3.2578,0.06020000000000003,1.8479,33381.36,81988.1783
2586,000848.SZ,20100112,3.338,3.4743,3.2779,3.4503,3.318,0.13229999999999986,3.9873,40328.81,103111.4091
2585,000848.SZ,20100113,3.3407,3.4703,3.334,3.4289,3.4503,-0.021399999999999864,-0.6202,29919.99,76963.2998
2584,000848.SZ,20100114,3.4289,3.5278,3.3941,3.5157,3.4289,0.08679999999999977,2.5314,27851.32,72354.2314
2583,000848.SZ,20100115,3.5345,3.5866,3.4904,3.5438,3.5157,0.028100000000000236,0.7993,24730.92,65412.5107
2582,000848.SZ,20100118,3.501,3.6614,3.501,3.636,3.5438,0.09220000000000006,2.6017,29290.24,79006.7039
2581,000848.SZ,20100119,3.6347,3.6721,3.5024,3.5505,3.636,-0.08550000000000013,-2.3515,22537.33,60562.585
2580,000848.SZ,20100120,3.5745,3.5745,3.3674,3.3688,3.5505,-0.1817000000000002,-5.1176,24797.29,64563.1985
2579,000848.SZ,20100121,3.342,3.5064,3.342,3.4396,3.3688,0.0708000000000002,2.1016,10844.55,27820.1216
2578,000848.SZ,20100122,3.4222,3.4329,3.2284,3.2872,3.4396,-0.1524000000000001,-4.4307,15225.96,37568.5104
2577,000848.SZ,20100125,3.2699,3.3781,3.2338,3.3313,3.2872,0.04410000000000025,1.3416,7627.11,19027.991
2576,000848.SZ,20100126,3.3313,3.3674,3.2405,3.314,3.3313,-0.017300000000000093,-0.5193,9614.41,23714.0109
2575,000848.SZ,20100127,3.3073,3.3273,3.2071,3.2218,3.314,-0.09220000000000006,-2.7821,14520.44,35415.468
2574,000848.SZ,20100128,3.2258,3.3875,3.183,3.314,3.2218,0.09220000000000006,2.8618,24767.09,61639.3616
2573,000848.SZ,20100129,3.2899,3.4837,3.2899,3.3474,3.314,0.033399999999999874,1.0078,16991.68,43240.8905
2572,000848.SZ,20100201,3.3554,3.4863,3.3554,3.477,3.3474,0.12959999999999994,3.8717,21980.16,56717.1222
2571,000848.SZ,20100202,3.4783,3.5785,3.4289,3.4877,3.477,0.010699999999999932,0.3077,15811.43,41627.0083
2570,000848.SZ,20100203,3.5318,3.5318,3.318,3.473,3.4877,-0.014699999999999935,-0.4215,10656.77,27370.0231
2569,000848.SZ,20100204,3.4583,3.5211,3.4115,3.4543,3.473,-0.01869999999999994,-0.5384,7700.42,20094.2328
2568,000848.SZ,20100205,3.3728,3.4062,3.3113,3.3407,3.4543,-0.11359999999999992,-3.2887,9897.35,24800.708
2567,000848.SZ,20100208,3.338,3.3541,3.3006,3.33,3.3407,-0.010699999999999932,-0.3203,3722.78,9276.1936
2566,000848.SZ,20100209,3.33,3.3768,3.3153,3.3407,3.33,0.010699999999999932,0.3213,3069.49,7702.5019
2565,000848.SZ,20100210,3.3407,3.4102,3.3407,3.3714,3.3407,0.03069999999999995,0.919,2174.83,5482.7496
2564,000848.SZ,20100211,3.3888,3.4877,3.3741,3.4476,3.3714,0.07620000000000005,2.2602,6536.87,16854.7356
2563,000848.SZ,20100212,3.4676,3.5171,3.4476,3.489,3.4476,0.04139999999999988,1.2008,7626.46,19921.8579
2562,000848.SZ,20100222,3.4984,3.5719,3.4743,3.5171,3.489,0.028100000000000236,0.8054,7918.38,20864.9853
2561,000848.SZ,20100223,3.5251,3.7242,3.4837,3.6641,3.5171,0.1469999999999998,4.1796,27695.69,75121.6259
2560,000848.SZ,20100224,3.6641,4.0075,3.6561,3.8872,3.6641,0.22310000000000008,6.0888,41629.11,119565.813
2559,000848.SZ,20100225,3.8952,3.9353,3.8351,3.9287,3.8872,0.04150000000000009,1.0676,26662.39,77593.3482
2558,000848.SZ,20100226,3.926,3.9621,3.8685,3.9086,3.9287,-0.02010000000000023,-0.5116,14135.06,41604.7634
2557,000848.SZ,20100301,3.9086,4.0823,3.8498,3.9447,3.9086,0.03610000000000024,0.9236,25632.33,76361.9573
