2000-01-03,1366.579956,1366.579956,1366.579956,1366.579956,1366.579956,0
2000-01-04,1368.692993,1407.517944,1361.213989,1406.370972,1406.370972,0
2000-01-05,1407.828979,1433.780029,1398.322998,1409.682007,1409.682007,0
2000-01-06,1406.036011,1463.954956,1400.253052,1463.942017,1463.942017,0
2000-01-07,1477.154053,1522.824951,1477.154053,1516.604004,1516.604004,0
2000-01-10,1531.712036,1546.723022,1506.404053,1545.112061,1545.112061,0
2000-01-11,1547.677979,1547.708008,1468.756958,1479.781006,1479.781006,0
2000-01-12,1473.760986,1489.280029,1434.995972,1438.020020,1438.020020,0
2000-01-13,1437.453003,1444.066040,1418.813965,1424.442017,1424.442017,0
2000-01-14,1426.223999,1433.473999,1401.706055,1408.848022,1408.848022,0
2000-01-17,1408.988037,1433.383057,1402.662964,1433.329956,1433.329956,0
2000-01-18,1436.887939,1443.592041,1421.641968,1426.623047,1426.623047,0
2000-01-19,1425.874023,1443.671997,1425.142944,1440.723999,1440.723999,0
2000-01-20,1443.093994,1466.901001,1443.093994,1466.863037,1466.863037,0
2000-01-21,1471.905029,1476.456055,1458.925049,1465.084961,1465.084961,0
2000-01-24,1465.858032,1477.411987,1449.472046,1477.343994,1477.343994,0
2000-01-25,1483.032959,1490.463989,1467.437988,1476.505981,1476.505981,0
2000-01-26,1477.295044,1482.463989,1469.979980,1481.116943,1481.116943,0
2000-01-27,1490.447021,1506.921997,1485.234009,1506.766968,1506.766968,0
2000-01-28,1514.557983,1536.345947,1510.744995,1534.996948,1534.996948,0
2000-01-31,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-01,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-02,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-03,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-04,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-07,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-08,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-09,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-10,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-11,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
2000-02-14,1591.444946,1674.131958,1587.817993,1673.942993,1673.942993,0
2000-02-15,1709.223999,1746.442993,1663.005005,1670.670044,1670.670044,0
2000-02-16,1674.936035,1695.880981,1649.698975,1693.109009,1693.109009,0
2000-02-17,1734.267944,1770.880005,1615.629028,1640.649048,1640.649048,0
2000-02-18,1623.961060,1668.163940,1583.582031,1668.090942,1668.090942,0
2000-02-21,1681.360962,1697.010010,1652.475952,1677.135986,1677.135986,0
2000-02-22,1681.298950,1687.510986,1627.467041,1632.293945,1632.293945,0
2000-02-23,1618.008057,1630.546021,1586.634033,1594.930054,1594.930054,0
2000-02-24,1593.947998,1634.322998,1593.928955,1634.308960,1634.308960,0
2000-02-25,1639.918945,1650.364990,1618.177002,1631.576050,1631.576050,0
2000-02-28,1639.798950,1704.884033,1639.696045,1704.854980,1704.854980,0
2000-02-29,1728.135986,1733.140991,1678.349976,1714.578003,1714.578003,0
2000-03-01,1720.597046,1721.140015,1692.509033,1704.854980,1704.854980,0
2000-03-02,1697.562012,1721.598022,1682.535034,1713.014038,1713.014038,0
2000-03-03,1728.354980,1750.645020,1721.704956,1738.020996,1738.020996,0
2000-03-06,1756.312988,1762.828979,1678.744019,1681.084961,1681.084961,0
2000-03-07,1661.947998,1694.886963,1654.443970,1694.797974,1694.797974,0
2000-03-08,1699.462036,1726.042969,1690.116943,1726.032959,1726.032959,0
2000-03-09,1734.766968,1741.223999,1714.921021,1732.345947,1732.345947,0
2000-03-10,1731.939941,1743.139038,1701.792969,1705.048950,1705.048950,0
2000-03-13,1706.769043,1729.006958,1706.348999,1728.886963,1728.886963,0
2000-03-14,1690.652954,1700.373047,1636.892944,1685.347046,1685.347046,0
2000-03-15,1680.296021,1695.161987,1676.543945,1681.470947,1681.470947,0
2000-03-16,1671.097046,1671.177979,1596.072021,1607.526978,1607.526978,0
2000-03-17,1602.363037,1661.975952,1602.334961,1658.600952,1658.600952,0
2000-03-20,1646.310059,1699.281006,1641.765015,1699.248047,1699.248047,0
2000-03-21,1704.084961,1713.204956,1692.683960,1710.323975,1710.323975,0
2000-03-22,1713.240967,1726.589966,1711.157959,1720.446045,1720.446045,0
2000-03-23,1724.187988,1747.282959,1711.405029,1747.240967,1747.240967,0
2000-03-24,1761.443970,1770.262939,1729.483032,1730.499023,1730.499023,0
2000-03-27,1736.696045,1776.020996,1736.696045,1775.913940,1775.913940,0
2000-03-28,1788.827026,1799.952026,1774.482056,1791.441040,1791.441040,0
2000-03-29,1797.880981,1803.827026,1763.619995,1788.807007,1788.807007,0
2000-03-30,1793.676025,1811.062988,1790.848999,1810.984009,1810.984009,0
2000-03-31,1810.552979,1810.896973,1780.411011,1800.224976,1800.224976,0
2000-04-03,1799.574951,1816.859985,1798.254028,1801.003052,1801.003052,0
2000-04-04,1795.161011,1795.161011,1755.979980,1760.692017,1760.692017,0
2000-04-05,1756.300049,1776.714966,1746.302002,1771.198975,1771.198975,0
2000-04-06,1775.784058,1809.168945,1775.676025,1809.140991,1809.140991,0
2000-04-07,1816.786011,1822.614990,1807.542969,1819.895996,1819.895996,0
2000-04-10,1826.610962,1831.853027,1815.990967,1826.061035,1826.061035,0
2000-04-11,1826.402954,1828.057007,1812.008057,1821.173950,1821.173950,0
2000-04-12,1822.397949,1823.832031,1785.327026,1807.328003,1807.328003,0
2000-04-13,1807.837036,1832.083008,1807.712036,1831.547974,1831.547974,0
2000-04-14,1835.860962,1840.188965,1820.671997,1833.665039,1833.665039,0
2000-04-17,1829.614990,1829.928955,1778.878052,1795.057983,1795.057983,0
2000-04-18,1794.338989,1813.571045,1779.293945,1813.494995,1813.494995,0
2000-04-19,1819.081055,1831.569946,1817.211060,1828.709961,1828.709961,0
2000-04-20,1831.656982,1847.510010,1831.484985,1847.026978,1847.026978,0
2000-04-21,1851.307007,1858.265015,1834.847046,1841.063965,1841.063965,0
2000-04-24,1844.694946,1848.973022,1827.166992,1837.397949,1837.397949,0
2000-04-25,1838.050049,1841.859985,1815.631958,1833.468994,1833.468994,0
2000-04-26,1835.666016,1842.886963,1826.391968,1832.779053,1832.779053,0
2000-04-27,1835.600952,1840.572021,1803.577026,1806.829956,1806.829956,0
2000-04-28,1805.503052,1836.328979,1797.713013,1836.321045,1836.321045,0
2000-05-01,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-02,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-03,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-04,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-05,1836.319946,1836.319946,1836.319946,1836.319946,1836.319946,0
2000-05-08,1848.172974,1852.902954,1828.097046,1836.636963,1836.636963,0
2000-05-09,1838.995972,1839.287964,1799.822021,1806.637939,1806.637939,0
2000-05-10,1801.426025,1801.640015,1750.011963,1752.688965,1752.688965,0
2000-05-11,1750.859009,1762.125000,1718.891968,1724.047974,1724.047974,0
