,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
318,002217.SZ,20190102,4.69,4.77,4.49,4.54,4.68,-0.14,-2.9915,593901.34,273913.042
317,002217.SZ,20190103,4.56,4.59,4.4,4.41,4.54,-0.13,-2.8634,479278.72,215272.878
316,002217.SZ,20190104,4.32,4.81,4.26,4.67,4.41,0.26,5.8957,877695.44,400231.351
315,002217.SZ,20190107,4.72,4.83,4.67,4.76,4.67,0.09,1.9272,677651.03,322243.132
314,002217.SZ,20190108,4.75,5.24,4.7,5.16,4.76,0.4,8.4034,1944644.46,989309.366
313,002217.SZ,20190109,5.03,5.27,4.98,5.07,5.16,-0.09,-1.7442,1418393.48,725117.878
312,002217.SZ,20190110,5.04,5.43,5.04,5.23,5.07,0.16,3.1558,1334409.3,700586.872
311,002217.SZ,20190111,5.26,5.75,5.23,5.75,5.23,0.52,9.9426,2265073.09,1260480.296
310,002217.SZ,20190114,5.92,6.1,5.59,5.89,5.75,0.14,2.4348,2561957.85,1497697.851
309,002217.SZ,20190115,5.75,5.85,5.66,5.8,5.89,-0.09,-1.528,1343869.65,773537.576
308,002217.SZ,20190116,5.78,5.96,5.68,5.73,5.8,-0.07,-1.2069,1180542.04,685466.971
307,002217.SZ,20190117,5.62,5.68,5.44,5.47,5.73,-0.26,-4.5375,1336972.49,739706.112
306,002217.SZ,20190118,5.49,5.82,5.39,5.75,5.47,0.28,5.1188,1619067.0,910282.37
305,002217.SZ,20190121,5.74,5.96,5.68,5.78,5.75,0.03,0.5217,1356510.84,790311.146
304,002217.SZ,20190122,5.8,5.84,5.59,5.63,5.78,-0.15,-2.5952,968046.77,551288.46
303,002217.SZ,20190123,5.57,5.72,5.55,5.6,5.63,-0.03,-0.5329,687760.44,386761.056
302,002217.SZ,20190124,5.61,5.95,5.52,5.83,5.6,0.23,4.1071,1555631.83,900007.092
301,002217.SZ,20190125,5.86,6.26,5.75,6.02,5.83,0.19,3.259,2123625.75,1279287.312
300,002217.SZ,20190128,6.13,6.18,5.87,6.0,6.02,-0.02,-0.3322,1235992.98,741534.943
299,002217.SZ,20190129,5.93,5.96,5.43,5.66,6.0,-0.34,-5.6667,1270676.12,728839.585
298,002217.SZ,20190130,5.68,5.88,5.64,5.69,5.66,0.03,0.53,878865.75,507751.356
297,002217.SZ,20190131,5.73,6.05,5.68,5.95,5.69,0.26,4.5694,1407069.63,825848.081
296,002217.SZ,20190201,6.05,6.09,5.88,6.04,5.95,0.09,1.5126,1191350.38,712585.721
295,002217.SZ,20190211,6.04,6.64,6.01,6.53,6.04,0.49,8.1126,1969633.81,1253918.131
294,002217.SZ,20190212,6.49,6.77,6.41,6.75,6.53,0.22,3.3691,2117030.55,1392041.594
293,002217.SZ,20190213,6.72,6.95,6.63,6.77,6.75,0.02,0.2963,2094638.65,1422015.39
292,002217.SZ,20190214,6.75,6.89,6.62,6.76,6.77,-0.01,-0.1477,1622831.45,1093642.791
291,002217.SZ,20190215,6.87,7.35,6.81,6.89,6.76,0.13,1.9231,2342025.59,1650385.532
290,002217.SZ,20190218,6.96,7.25,6.87,7.21,6.89,0.32,4.6444,2044830.52,1443191.644
289,002217.SZ,20190219,7.19,7.19,6.85,7.06,7.21,-0.15,-2.0804,1944759.2,1367888.614
288,002217.SZ,20190220,6.97,7.74,6.91,7.52,7.06,0.46,6.5156,2279474.71,1654267.008
287,002217.SZ,20190221,7.41,7.73,7.25,7.35,7.52,-0.17,-2.2606,2208556.44,1648045.705
286,002217.SZ,20190222,7.31,7.5,7.23,7.46,7.35,0.11,1.4966,1845560.13,1363902.858
285,002217.SZ,20190225,7.71,7.9,7.5,7.8,7.46,0.34,4.5576,2323381.22,1795320.683
284,002217.SZ,20190226,7.81,7.85,7.46,7.5,7.8,-0.3,-3.8462,2013191.05,1534828.506
283,002217.SZ,20190227,7.43,7.63,7.0,7.19,7.5,-0.31,-4.1333,1704889.61,1254777.908
282,002217.SZ,20190228,7.15,7.34,7.12,7.32,7.19,0.13,1.8081,982493.25,711054.106
281,002217.SZ,20190301,7.36,7.39,7.11,7.21,7.32,-0.11,-1.5027,853229.53,614555.173
280,002217.SZ,20190304,7.26,7.7,7.26,7.58,7.21,0.37,5.1318,2162560.68,1621293.161
279,002217.SZ,20190305,7.5,7.88,7.45,7.85,7.58,0.27,3.562,1986008.57,1531180.819
278,002217.SZ,20190306,7.87,7.91,7.53,7.72,7.85,-0.13,-1.6561,1874086.43,1438534.356
277,002217.SZ,20190307,7.64,7.71,7.43,7.61,7.72,-0.11,-1.4249,1487567.99,1126693.373
276,002217.SZ,20190308,7.39,7.85,7.26,7.6,7.61,-0.01,-0.1314,2090827.09,1596211.198
275,002217.SZ,20190311,7.66,8.16,7.43,8.12,7.6,0.52,6.8421,2365113.45,1861065.787
274,002217.SZ,20190312,8.05,8.19,7.85,8.08,8.12,-0.04,-0.4926,2068666.97,1662465.798
273,002217.SZ,20190313,8.05,8.36,7.86,7.96,8.08,-0.12,-1.4851,1886840.44,1534772.545
272,002217.SZ,20190314,7.81,7.93,7.24,7.39,7.96,-0.57,-7.1608,1471267.16,1108354.331
