,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
325,600327.SH,20190102,4.14,4.14,4.06,4.08,4.12,-0.04,-0.9709,13917.37,5710.647
324,600327.SH,20190103,4.09,4.11,4.06,4.09,4.08,0.01,0.2451,14412.06,5898.236
323,600327.SH,20190104,4.08,4.21,4.06,4.19,4.09,0.1,2.445,24889.25,10353.307
322,600327.SH,20190107,4.22,4.26,4.19,4.25,4.19,0.06,1.432,19189.92,8114.087
321,600327.SH,20190108,4.24,4.26,4.22,4.25,4.25,0.0,0.0,13448.9,5705.148
320,600327.SH,20190109,4.27,4.34,4.27,4.27,4.25,0.02,0.4706,27235.14,11739.277
319,600327.SH,20190110,4.26,4.34,4.25,4.3,4.27,0.03,0.7026,20482.95,8796.506
318,600327.SH,20190111,4.33,4.33,4.29,4.31,4.3,0.01,0.2326,15723.24,6773.834
317,600327.SH,20190114,4.31,4.36,4.29,4.33,4.31,0.02,0.464,15259.23,6607.578
316,600327.SH,20190115,4.33,4.45,4.28,4.41,4.33,0.08,1.8476,34550.23,15075.775
315,600327.SH,20190116,4.39,4.42,4.36,4.39,4.41,-0.02,-0.4535,23266.87,10207.239
314,600327.SH,20190117,4.37,4.4,4.31,4.32,4.39,-0.07,-1.5945,14949.2,6500.134
313,600327.SH,20190118,4.34,4.37,4.33,4.35,4.32,0.03,0.6944,17320.34,7527.36
312,600327.SH,20190121,4.35,4.39,4.34,4.36,4.35,0.01,0.2299,18372.5,8009.807
311,600327.SH,20190122,4.35,4.37,4.33,4.35,4.36,-0.01,-0.2294,10486.37,4564.001
310,600327.SH,20190123,4.34,4.41,4.33,4.36,4.35,0.01,0.2299,14081.06,6142.996
309,600327.SH,20190124,4.35,4.4,4.34,4.39,4.36,0.03,0.6881,17534.2,7674.539
308,600327.SH,20190125,4.39,4.44,4.37,4.39,4.39,0.0,0.0,23546.2,10355.995
307,600327.SH,20190128,4.39,4.44,4.39,4.42,4.39,0.03,0.6834,36020.55,15919.829
306,600327.SH,20190129,4.39,4.52,4.35,4.47,4.42,0.05,1.1312,74447.31,33147.906
305,600327.SH,20190130,4.43,4.45,4.28,4.33,4.47,-0.14,-3.132,48303.64,20996.898
304,600327.SH,20190131,4.34,4.43,4.3,4.37,4.33,0.04,0.9238,38939.4,16967.784
303,600327.SH,20190201,4.39,4.49,4.36,4.46,4.37,0.09,2.0595,26084.51,11568.889
302,600327.SH,20190211,4.47,4.51,4.43,4.49,4.46,0.03,0.6726,33927.91,15213.531
301,600327.SH,20190212,4.49,4.54,4.47,4.53,4.49,0.04,0.8909,59375.33,26773.024
300,600327.SH,20190213,4.51,4.58,4.5,4.56,4.53,0.03,0.6623,50349.71,22857.586
299,600327.SH,20190214,4.55,4.56,4.51,4.53,4.56,-0.03,-0.6579,28865.5,13087.075
298,600327.SH,20190215,4.51,4.53,4.46,4.47,4.53,-0.06,-1.3245,38511.4,17312.176
297,600327.SH,20190218,4.48,4.57,4.48,4.56,4.47,0.09,2.0134,70863.83,32140.825
296,600327.SH,20190219,4.57,4.6,4.5,4.53,4.56,-0.03,-0.6579,44078.57,20066.379
295,600327.SH,20190220,4.54,4.56,4.52,4.56,4.53,0.03,0.6623,23645.25,10733.044
294,600327.SH,20190221,4.54,4.58,4.53,4.53,4.56,-0.03,-0.6579,52975.7,24157.329
293,600327.SH,20190222,4.52,4.57,4.51,4.56,4.53,0.03,0.6623,53981.22,24514.57
292,600327.SH,20190225,4.57,4.91,4.57,4.91,4.56,0.35,7.6754,162199.46,77234.031
291,600327.SH,20190226,5.04,5.15,4.88,4.89,4.91,-0.02,-0.4073,241486.53,120336.71
290,600327.SH,20190227,5.2,5.3,4.95,5.04,4.89,0.15,3.0675,261883.17,133924.798
289,600327.SH,20190228,4.91,4.95,4.71,4.9,5.04,-0.14,-2.7778,137587.61,67289.304
288,600327.SH,20190301,4.9,4.98,4.85,4.94,4.9,0.04,0.8163,86872.2,42741.181
287,600327.SH,20190304,4.94,5.07,4.92,4.97,4.94,0.03,0.6073,142995.03,71281.66
286,600327.SH,20190305,4.94,5.02,4.91,5.01,4.97,0.04,0.8048,94040.07,46672.272
285,600327.SH,20190306,5.02,5.08,4.97,5.08,5.01,0.07,1.3972,133610.61,67179.498
284,600327.SH,20190307,5.07,5.2,5.02,5.15,5.08,0.07,1.378,176635.3,90152.263
283,600327.SH,20190308,5.13,5.23,4.92,4.94,5.15,-0.21,-4.0777,167359.4,85043.815
282,600327.SH,20190311,4.97,5.07,4.94,5.06,4.94,0.12,2.4291,99399.4,49759.654
281,600327.SH,20190312,5.06,5.14,5.03,5.11,5.06,0.05,0.9881,112256.77,57172.826
280,600327.SH,20190313,5.08,5.11,4.96,5.0,5.11,-0.11,-2.1526,106463.86,53516.396
279,600327.SH,20190314,4.96,5.0,4.8,4.83,5.0,-0.17,-3.4,66554.09,32477.693
278,600327.SH,20190315,4.86,4.92,4.83,4.92,4.83,0.09,1.8634,73687.9,35926.086
277,600327.SH,20190318,4.93,5.0,4.89,5.0,4.92,0.08,1.626,86194.71,42634.363
276,600327.SH,20190319,5.09,5.13,5.0,5.04,5.0,0.04,0.8,99715.17,50311.469
275,600327.SH,20190320,5.04,5.05,4.93,5.03,5.04,-0.01,-0.1984,75669.67,37771.552
274,600327.SH,20190321,5.02,5.09,5.01,5.06,5.03,0.03,0.5964,104017.78,52605.133
273,600327.SH,20190322,5.06,5.09,5.0,5.08,5.06,0.02,0.3953,100160.57,50594.824
